X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
2,2,aug,thu,82.44141826081783,197.78457796493518,595.1241136148752,3.68670601015824,20.4,56,2.2,0.35529470579183886,0.0
1,2,aug,sun,76.13073348400606,88.20005563186665,384.63649497392754,3.2397356409825506,17.9,44,2.2,0.3919466456669365,0.0
2,4,sep,sun,47.771442211669616,38.06533412267757,470.6129139292535,0.28497078265547715,12.2,78,6.3,0.7311125296159082,0.0
4,4,sep,thu,88.22510798946932,99.15068103981285,499.99234988655985,4.773147316027644,20.8,17,1.3,0.2399183178500119,0.0
2,4,jan,sat,66.80513680151215,3.0445162740119494,6.587218293012281,2.0127000665365786,5.3,78,3.1,0.4328972344700813,0.0
4,6,mar,sun,77.75770310188922,39.73460701399604,73.87220032480795,6.692165326544468,10.6,46,4.9,0.5105935535320031,0.0
7,4,oct,tue,81.87904100746864,27.838260104605205,456.5017318707561,3.827089880476576,18.0,33,0.9,0.39107131109956017,0.0
3,5,mar,tue,79.76446569798591,18.17642882263638,45.76251552251983,2.6928241314162755,14.9,38,2.7,0.12233919176413584,0.0
4,3,aug,thu,78.81022487612832,100.974076222515,473.5721184914602,3.5443251618311624,17.6,45,3.6,0.7974252980731644,0.0
4,5,mar,thu,83.59043216688441,22.021919212737746,53.71358822053514,4.19377952132698,18.2,29,3.1,0.15455601484694498,0.0
8,6,mar,sun,82.46151018872676,40.56125508402083,80.59020841545272,6.296482749178353,11.4,99,1.8,0.9495682901057431,0.0
4,3,aug,thu,73.49446174177011,98.3794797289611,471.57303127720695,4.960941942531437,17.6,45,3.6,0.17443148420025728,0.0
7,4,aug,mon,83.78701737086226,213.84469197806283,497.25477957179214,3.963181323625454,17.7,65,4.0,0.22170802710608276,0.0
7,4,aug,fri,79.44253737236214,202.71324003191938,516.6084357872995,9.16932720621379,23.3,34,3.1,0.5921543138342878,0.0
6,3,feb,sun,71.00985110915717,21.728932343023732,244.49276080895646,1.8776462452418665,4.2,51,4.0,0.7351723646610095,0.0
3,4,mar,wed,83.6233892746631,12.882559186128393,22.360707774918232,7.310031396021015,8.9,35,8.0,0.29403401505750604,0.0
4,4,sep,wed,74.26838365989852,69.33133805706953,493.3157785678214,4.353534816829833,12.9,74,4.9,0.7342116286564635,0.0
2,4,sep,sun,76.39621101623064,85.43249444509598,484.1301400289745,6.322674866123693,24.9,27,2.2,0.6437232786687738,0.0
7,5,aug,sat,81.98456832648095,183.4206930499729,486.1186651363986,5.137248791655633,26.4,33,3.6,0.1719295468711315,0.0
5,5,mar,thu,85.34706402867977,15.477859208122283,24.298792795825122,4.640263185807988,11.6,48,5.4,0.13413941118969225,0.0
5,4,apr,sun,81.58612657481949,11.006343884889436,19.704603237019754,6.550111931874008,17.6,27,5.8,0.4852130849877526,0.0
6,5,sep,wed,76.43384809524332,102.52932443127214,455.5902738290854,5.679745502738228,26.4,21,4.5,0.5063390284931816,0.0
4,4,sep,sun,82.49516290904015,69.86080142819596,468.2624897012624,2.6865879572664824,17.8,64,1.3,0.8467233772329242,0.0
4,4,mar,mon,80.149972923386,18.940152756876024,51.150450795900994,2.162269912335788,11.8,35,1.8,0.1281997770933931,0.0
6,5,sep,fri,77.63962366828338,123.64998439062092,470.399029469632,7.233325664753336,22.9,44,5.4,0.49700202971316976,0.0
1,4,jul,tue,76.66060135969734,73.63637651843237,339.77992764520656,8.897931961479586,23.4,31,5.4,0.5206219332723807,0.0
2,2,aug,thu,75.4036543450253,192.82425788443385,526.7221058373913,3.3176785037004106,20.4,56,2.2,0.9467858234566198,0.0
1,2,jul,fri,82.77797767113968,61.74994943645677,278.74755629098524,10.384551817109381,14.8,78,8.0,0.7751497542799558,0.0
5,5,mar,thu,76.5509217529879,16.79758297366458,19.913221070027838,6.3466132313044685,11.6,48,5.4,0.46854256951975104,0.0
4,4,jul,tue,67.94370827649837,44.31453697617326,243.83693375764486,0.8356112415615452,23.3,37,3.1,0.36795023994973286,0.0
8,6,aug,sat,80.19315405423235,181.88911384261064,604.8020394738754,6.184936615847974,14.2,73,2.7,0.970005456121657,0.0
1,3,aug,thu,87.77682825326288,183.13589208211945,480.2122459602487,7.221743994919742,26.2,34,5.8,0.9610654843851271,0.0
2,4,aug,fri,74.2368527215941,117.46254056447073,531.290170822179,5.474241457092422,25.9,41,3.6,0.8059231582071148,0.0
1,2,aug,tue,79.2985743487693,93.71653298630207,517.504962039555,12.048169899482783,18.6,51,4.5,0.9488598098341053,0.0
3,4,mar,fri,87.09122589139974,26.0342698727914,53.88095879644247,4.506917162053133,18.8,18,4.5,0.3635962507746452,0.0
4,3,aug,wed,77.57150176663313,90.42263707178792,396.5883916286239,6.716383801034223,20.4,42,4.9,0.3935339104092843,0.0
7,4,aug,sat,88.52467298818388,110.68222651016244,373.12422712302475,15.190515428999126,23.7,32,5.8,0.44979570897206234,0.0
8,6,jun,wed,79.9957590486084,106.07193436453211,234.68635424354244,8.366880117273325,19.6,43,4.9,0.44369591983863543,0.0
6,5,aug,sun,75.58710756947544,177.1319104072939,481.3406855706919,4.697433240611192,19.1,70,2.2,0.7765098937224857,0.0
6,5,mar,thu,77.36871413434649,15.429818410154894,23.855305342880374,5.4211193080776,8.7,51,5.8,0.6692027088134307,0.0
3,4,sep,fri,87.8970954069311,72.80152451924222,441.8249128375229,11.198835691779465,19.8,50,5.4,0.1389520495901474,0.0
2,4,aug,fri,76.18425383743242,145.0258958777428,506.9585977841074,4.617735718191631,25.9,41,3.6,0.7776244755644984,0.0
4,4,aug,sat,77.11725157044336,79.23926564314945,400.2809465809857,4.9745715389246605,18.4,42,6.7,0.8567614948557747,0.0
3,6,jun,fri,85.2780223414292,83.93907423143271,164.15481331184992,5.170804469169261,19.2,38,4.5,0.6023476976110175,0.0
6,5,sep,fri,82.52067377395278,102.13559238746707,451.0893315869534,10.139829483670217,22.9,44,5.4,0.29331549943647595,0.0
5,6,sep,wed,77.25435929334,73.95311302649591,518.0510261206307,11.593316640951024,25.9,24,4.0,0.5836416031825403,0.0
2,2,aug,thu,84.37024310875188,96.28934830171413,466.2927274907962,3.314045905214029,18.6,44,4.5,0.6978914667181398,0.0
6,5,mar,sat,84.51395246334307,27.99328664728693,53.61158829852736,5.173342697001461,17.4,25,4.9,0.5043047491849282,0.0
4,5,sep,fri,88.49593535042777,70.41746770993275,524.1978470483509,11.10403978776425,17.7,37,3.6,0.5101262160312006,0.0
7,5,sep,sat,80.95655395779447,71.88572490101508,555.7146036925203,4.218612768323364,22.8,40,4.0,0.8182324513454114,0.0
1,2,sep,sun,75.59254856647493,106.34753520631993,556.4722358357456,5.471330787044948,25.3,36,3.6,0.7099400713456272,0.0
2,5,oct,sun,76.04620098892286,39.57341845617181,493.0876666050506,5.998887594696917,15.4,35,0.9,0.37200458764641997,0.0
1,2,aug,fri,79.0359734869071,145.27229631470226,595.4164133100962,4.877633840043639,18.5,73,8.5,0.46490606694674474,0.0
3,6,sep,sun,78.95258342305819,102.73597712468465,535.5839717788631,4.573027776663938,17.2,58,1.3,0.15001258300170042,0.0
5,5,aug,sun,77.51861965914581,36.34701363450114,71.62161853139985,5.925425938630666,17.3,80,4.5,0.9707652362476337,0.0
2,2,aug,sun,76.81482567730392,73.11874138677932,407.3876591268607,3.1951783802420444,20.8,33,2.7,0.8742188541365297,0.0
6,3,apr,wed,78.61476488477031,14.061734398615274,33.78217818354889,2.0436085469156473,15.2,51,2.7,0.27835299264131663,0.0
1,2,aug,sun,73.00070814269749,76.2872315021549,420.0321424664538,3.211320335310211,17.9,44,2.2,0.3971843390176598,0.0
3,6,sep,sun,80.20823922231375,98.83529027900838,422.5345593551668,5.586523888938808,17.2,58,1.3,0.2309732846125081,0.0
7,4,sep,sun,76.91374337844326,89.26687476672288,579.852600199915,6.655745900640788,25.3,27,2.7,0.7846068238436793,0.0
7,4,sep,sun,76.27359153471242,74.64589477425437,560.8689729054852,7.681362542155342,25.3,27,2.7,0.337534562132574,0.0
6,3,sep,sun,85.512737345037,62.0666696399022,431.70243952247625,4.227224473845882,17.7,39,3.6,0.8571944176615971,0.0
3,4,sep,tue,69.27552633918732,61.8181844695701,468.67679250912,2.156028620733656,17.9,45,3.1,0.49769899034136067,0.0
8,6,aug,sun,81.91891549942297,75.82965301993401,344.5896951792466,7.362822461371428,22.2,29,5.4,0.15764307260413235,0.0
1,3,aug,fri,86.07658401035569,124.2439253847999,468.6344650794695,7.475042442065967,32.4,27,2.2,0.8431025146952893,0.0
4,4,aug,wed,89.54526676834757,118.04615283095572,465.8544988450024,13.244592564408789,20.6,58,1.3,0.7982460274645091,0.0
4,4,aug,sat,75.94294685565316,76.97262637584565,486.65911587105705,4.986078982026653,18.4,42,6.7,0.1757743018371387,0.0
6,3,sep,sat,77.05289516531751,102.90521190179959,434.22766131061246,4.826006105888395,30.2,24,2.7,0.698745877876624,0.0
3,5,aug,sat,85.18179152463202,104.33640433515569,450.72755312789565,12.800454750657465,17.6,52,5.8,0.5081815626168509,0.0
6,3,feb,fri,71.67795774450758,5.675430720774126,35.59183789828433,1.7333103711513196,14.7,42,2.7,0.3934503577787525,0.0
5,4,mar,fri,79.94617558300227,25.06035335955882,55.7808621248702,5.395055721064353,15.6,25,6.3,0.8494839619073672,0.0
6,5,aug,fri,51.455096431993496,52.50979931990815,527.3147677724655,0.5542655478819095,17.0,72,6.7,0.6202760432212654,0.0
2,4,sep,sun,78.04026228657789,94.64129733191723,510.23498181831,5.214175321127808,24.9,27,2.2,0.6821244964806806,0.0
6,3,sep,sun,82.19507825704818,60.03510776722855,498.2306558204082,5.625987266311436,17.7,39,3.6,0.37066758218093643,0.0
4,4,mar,mon,80.47592391013846,19.384216056662336,51.72970468084152,2.460694173149846,11.8,35,1.8,0.5923469729033447,0.0
2,5,jul,sat,80.38199195335442,77.00649641778072,352.0268158591773,6.869849789667446,18.7,53,1.8,0.9568503370540613,0.0
2,2,aug,thu,76.04195115834227,66.680908849141,289.3593168972607,5.928802851148934,18.8,35,4.9,0.7768147999967532,0.0
5,5,aug,sun,86.25496736989066,35.76216296850248,66.40717294255471,5.821952115050045,17.3,80,4.5,0.6840961981212288,0.0
7,4,oct,fri,81.06765816784169,33.712162413058145,492.44330663209786,6.624081458459472,11.3,60,5.4,0.22417608398084524,0.0
3,4,aug,sun,75.4628908462938,110.19871578718573,363.33439544214207,6.4732000514659545,19.8,39,5.4,0.6248931879131395,0.0
6,5,sep,sat,81.920687066549,89.24259875436947,556.9667764598611,5.491339952723778,19.7,35,1.8,0.8199942216133874,0.0
2,4,jan,sat,72.12161544890907,3.1803700325723123,5.9815997358379605,1.6976437535079532,5.3,78,3.1,0.7973237794477079,0.0
5,4,sep,fri,80.62639126369403,256.62177419535226,548.0690191334984,5.362830843223846,16.2,58,3.6,0.13139896327256198,0.0
7,4,sep,wed,77.37721047519742,206.89007396268343,658.5289602473443,7.956501948532941,10.5,77,4.0,0.47310732674158673,0.0
6,3,sep,tue,81.91885893150193,57.84793063234467,476.7007072611861,4.678455148020879,18.2,62,4.5,0.6413980483301698,0.0
6,5,feb,mon,73.73749351754506,3.6194051086557812,32.80544946739954,1.5495230617641147,5.3,68,1.8,0.23334621348151866,0.0
8,6,aug,sat,86.47373646787817,175.3029843385449,541.2169723239655,6.572533347792689,18.9,64,4.9,0.43324986167039503,0.0
3,4,aug,tue,72.3554282116526,126.44319117109985,457.8355606957249,6.295150773364424,14.4,66,5.4,0.20731330870562614,0.0
7,4,sep,mon,82.06397621857337,92.03492737572579,480.8689679203949,3.2368172336578684,19.3,44,2.2,0.5068899214577699,0.0
2,2,aug,thu,76.77824094178649,194.12844935420554,541.1479423525587,3.1630212781875318,20.4,56,2.2,0.642829987004334,0.0
4,6,mar,mon,70.32478809242862,18.746737862090107,43.6171200536714,2.6457318231664373,14.0,39,3.1,0.4807799575887214,0.0
7,5,mar,fri,81.68207986054894,20.01835351696945,64.36910959984323,3.427893759943666,8.2,51,6.7,0.7114745115887453,0.0
8,6,aug,sun,76.61030694363482,66.7868080583674,297.3746368410323,11.194580211992452,22.2,29,5.4,0.6336694235457263,0.0
3,4,mar,wed,80.05729662338022,12.802827080535478,22.30230340478291,5.560680422272255,8.9,35,8.0,0.10893961004331318,0.0
2,5,aug,thu,74.42461937146174,63.2684839189208,454.194773929972,3.046398885358478,22.3,46,4.0,0.43981059188939997,0.0
2,4,sep,sat,75.34836210051006,88.03785108315881,489.35734172701274,6.0684066033086435,24.1,29,4.5,0.2918296619444697,0.0
7,4,sep,mon,84.20962863194228,112.3453351876251,505.6849755105316,4.739497212461861,19.4,48,1.3,0.3874642866385959,0.0
3,6,sep,mon,77.08611680081701,97.24439582039676,519.819695343667,5.537761571482955,15.6,66,3.1,0.2146526210282878,0.0
8,6,aug,thu,85.2685117645458,213.33942966354107,512.1519241660523,3.8271965868365942,20.4,56,2.2,0.4795818253322325,0.0
6,5,sep,fri,83.4150369084147,105.1817485742712,519.2679755875118,8.24069273911614,22.9,44,5.4,0.7710915325563137,0.0
6,5,aug,sat,72.77985445228109,84.72336520508028,407.3044362416542,5.514696418701449,14.7,59,5.8,0.563518929288591,0.0
4,4,aug,tue,78.2787701252741,97.3503847992602,401.0604562826272,8.68814282527634,16.6,54,5.4,0.45032662173298454,0.0
3,4,sep,fri,76.98397225671587,68.57628755615808,522.5132393690876,8.393595714585757,19.8,50,5.4,0.21666240502860556,0.0
2,4,aug,wed,79.91737018645736,182.29493608739122,466.9108726438013,10.197357582023956,30.8,19,4.5,0.10652199337083075,0.0
3,4,sep,fri,86.35872319544363,75.24850619092682,483.07399788332344,5.6238773755316664,17.4,57,4.5,0.8070441071704242,0.0
2,2,aug,sun,74.98967749892915,76.31869841509616,381.0548518781955,3.7892334190430113,20.8,33,2.7,0.33833613754446656,0.0
3,4,feb,sat,76.49181457887741,6.303447350207198,21.521442674717434,1.999961960894198,12.7,48,1.8,0.4442484584848384,0.0
4,4,aug,wed,89.35972583121045,109.00132344287077,416.9132025252345,11.756808078797778,20.6,58,1.3,0.6376274522419709,0.0
6,3,nov,tue,72.02216303380357,2.441365643582674,75.18823956051955,0.7393892139084248,11.8,31,4.5,0.42791535073597375,0.0
4,3,aug,wed,84.68733095611185,95.60506276134318,402.3538391675557,7.135034357802669,20.4,42,4.9,0.8706708159398967,0.0
3,4,feb,sat,74.1306068191237,6.367212051261815,22.662062613715403,1.596507655557048,12.7,48,1.8,0.13170991195112602,0.0
4,6,mar,sun,72.05336315629313,45.36794030992007,69.08409032630641,6.636502042482445,10.6,46,4.9,0.8559050085302642,0.0
4,5,aug,thu,83.69114317169367,239.1582584066125,604.4810372146676,3.3796435608938387,17.4,54,3.1,0.5235912689841179,0.0
4,3,jul,thu,80.2900307149689,98.92914585876332,368.9973648101218,5.665183171028564,30.2,22,4.9,0.5338286047435077,0.0
2,5,jul,sat,83.64135010694213,92.3535224871429,354.72492342027334,5.5658265537402345,18.7,53,1.8,0.617785827813021,0.0
4,4,aug,wed,84.48055897084379,104.28833474165872,484.5842994096848,10.617276956596378,20.6,58,1.3,0.3788245445243127,0.0
2,4,aug,fri,80.9857416342744,144.1934549661642,548.6602786755171,5.4365482314023295,25.9,41,3.6,0.7768282313950584,0.0
3,4,aug,sat,82.5880288641851,121.45512271082204,472.07919455865635,10.862488234706959,20.6,59,0.9,0.806997967497211,0.0
6,5,sep,sat,74.44346050453315,81.27869418536318,543.2021845181886,6.268585690008142,21.2,32,2.2,0.6787719970195023,0.0
6,3,sep,sun,82.49580757890392,108.88410141130558,582.7861623595592,5.316322249023159,22.8,39,3.6,0.696665799917197,0.0
6,3,oct,tue,82.20658117988911,28.2146973269421,437.56426178273733,3.943052173989661,21.7,24,4.5,0.7441268354560974,0.0
6,5,sep,mon,83.13985056441103,89.15588415720772,452.8682191740468,4.319892792602678,21.3,42,2.2,0.48566964954252534,0.0
